,total players,unique players,selection rate,represented teams,total teams,mean proj point best,mean proj value best,mean proj min best,mean proj enhanced min best,mean proj skewedfp best,mean proj point total,mean proj value total,mean proj min total,mean proj enhanced min total,mean proj skewedfp total
105,208,47,22.596153846153847,15,18,33.57575757575758,5.463352272727273,29.789772727272727,34.256073726946894,31.727575757575757,19.311298076923077,3.7734615384615378,19.834134615384617,21.02307555454439,20.627644230769228
106,98,41,41.83673469387755,8,8,33.303124999999994,5.58048828125,29.87890625,34.87024209486022,30.116093749999997,18.40510204081633,3.6821428571428574,18.71938775510204,21.252374927353607,19.59673469387755
107,159,53,33.33333333333333,14,14,33.156985294117646,5.456176470588235,30.564338235294116,35.16283841468901,29.593602941176467,19.172012578616354,3.811509433962265,19.852201257861637,21.010715404543255,20.2225786163522
108,185,53,28.64864864864865,16,16,30.114642857142858,4.820410714285715,27.394642857142856,29.660217511987113,30.058571428571426,19.108648648648646,3.6707567567567563,19.65945945945946,20.558286087024804,20.459243243243243
109,113,46,40.707964601769916,10,10,32.46470588235294,5.308602941176471,28.59375,34.23900299329127,29.156617647058823,19.48141592920354,3.8124778761061946,19.924778761061948,21.627483024232927,20.721061946902655
110,156,46,29.48717948717949,14,14,32.58642857142857,5.363607142857143,29.882142857142856,34.797600398335,29.998142857142856,20.22948717948718,3.982467948717949,20.525641025641026,22.52392508869642,21.194999999999993
111,194,49,25.257731958762886,14,16,29.402389705882356,4.915422794117647,29.134191176470587,30.30954494265001,28.960625,18.0159793814433,3.5076804123711343,19.038659793814432,20.58078685199478,19.79226804123711
112,137,43,31.386861313868614,12,12,31.824448529411764,5.202683823529412,29.08639705882353,34.409236505306204,29.743639705882355,19.719708029197076,3.7578102189781015,19.90875912408759,21.04265017471124,20.655036496350366
113,168,49,29.166666666666668,14,14,30.276654411764707,4.865386029411765,28.917279411764707,33.09838203205453,28.613860294117647,18.574107142857148,3.642886904761905,19.467261904761905,21.005525067264305,19.848869047619047
114,94,43,45.744680851063826,8,8,31.117578124999998,4.9836328125,28.123046875,33.221304332589,30.335312500000004,19.00957446808511,3.853723404255319,19.48936170212766,21.986934349577428,19.906808510638303
115,265,51,19.245283018867926,20,22,29.488051470588236,4.740128676470588,27.768382352941178,30.486879974682765,28.27731617647059,18.48981132075472,3.5555283018867923,18.9,20.507933913801597,19.953132075471697
116,88,42,47.72727272727273,8,8,30.6076171875,4.906523437499999,27.958984375,31.4135836961501,31.158710937499997,20.088068181818183,3.908181818181818,21.102272727272727,21.133468349587513,21.207386363636363
117,211,44,20.85308056872038,18,18,32.375585937500006,5.28783203125,29.447265625,33.84950773024451,29.910976562499997,18.86919431279621,3.7616824644549767,19.580568720379148,20.8734971437104,20.067109004739336
118,140,49,35.0,12,12,30.247395833333332,4.929774305555556,29.21875,30.389104861107,29.92822916666666,18.717499999999998,3.723392857142857,19.792857142857144,20.608741203896976,19.660642857142857
119,149,46,30.87248322147651,12,12,33.213257575757574,5.504450757575756,29.945075757575758,36.00368483554606,31.28106060606061,18.51208053691275,3.8895302013422817,18.546979865771814,21.568421856320203,20.001476510067114
120,112,43,38.392857142857146,10,10,31.909879032258065,5.206673387096774,29.364919354838708,32.48155924367199,32.605766129032254,19.69017857142857,3.8273660714285715,20.424107142857142,22.19862156939502,20.22482142857143
121,163,45,27.607361963190186,14,14,31.7357421875,5.1855664062499995,29.173828125,33.43857818713204,30.5189453125,18.80521472392638,3.8323619631901837,19.671779141104295,21.554420792117064,19.780061349693252
122,183,46,25.136612021857925,14,16,30.316098484848485,4.940037878787878,27.78030303030303,30.512283374302235,29.637007575757575,19.360109289617487,3.800245901639344,19.93169398907104,21.80454363100132,19.80743169398907
123,71,38,53.52112676056338,6,6,30.18208333333333,5.096229166666666,27.189583333333335,32.51551186335012,27.926250000000003,19.094366197183096,3.8361971830985917,19.190140845070424,21.840861640728413,19.61605633802817
124,247,50,20.242914979757085,20,22,32.23920454545454,5.167935606060606,29.323863636363637,32.738429075947394,31.874810606060603,20.068825910931174,3.9541093117408908,20.504048582995953,22.22423590360839,20.16663967611336
125,74,39,52.702702702702695,6,6,30.34419642857143,4.945022321428572,27.950892857142858,29.362643866712236,29.85375,18.758783783783784,3.7195945945945947,18.81081081081081,19.768020370860725,19.01337837837838
126,238,49,20.588235294117645,21,22,29.566176470588236,4.704926470588235,24.207720588235293,30.604867014424197,29.349264705882355,20.88802521008403,4.070357142857143,21.09453781512605,23.457933978965677,20.694495798319327
127,95,45,47.368421052631575,8,8,29.68125,4.925459558823529,29.19301470588235,28.84779988895802,30.73242647058824,19.135789473684213,3.8082631578947366,19.63157894736842,22.01197836426982,19.48484210526316
128,211,48,22.748815165876778,18,18,31.252389705882358,5.097536764705883,28.86948529411765,31.716043219372885,33.83658088235294,18.93862559241706,3.776303317535545,19.308056872037916,23.27099471068105,19.05293838862559
129,213,49,23.004694835680752,17,18,31.51774193548387,5.004455645161291,28.054435483870968,34.809098745525056,29.88258064516129,19.000704225352116,3.8170657276995303,19.288732394366196,22.28140198494588,18.680892018779343
130,69,41,59.42028985507246,6,6,31.056250000000002,4.891551724137931,27.573275862068964,8.200101452204482,12.60262931034483,19.2268115942029,3.712246376811594,19.057971014492754,8.767603721281535,9.223913043478262
131,248,57,22.983870967741936,21,22,31.06931818181818,5.078409090909091,29.732954545454547,0.0,6.2138636363636355,19.372177419354838,3.766108870967742,19.713709677419356,0.0,3.8744354838709674
132,48,25,52.083333333333336,4,4,32.144852941176474,5.185735294117647,29.808823529411764,0.0,6.428970588235294,18.631249999999998,3.4867708333333334,18.364583333333332,0.0,3.7262500000000003
